Label,prompt
Disgruntled Decks: Army Edition,What made your date leave the unit ball screaming and covered in blood?
Disgruntled Decks: Marine Corps/Jarhead Edition,What made your grandmother knit "A hardcore death dealer sleeps here" into a quilt she made for you?
Disgruntled Decks: Marine Corps/Jarhead Edition,What made your rack smell like homeless people were fucking in it?
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,What makes a man sponge-worthy?
Bad Hombres Against Fake News Pack 1,What makes Bad Hombres laugh hysterically?
Disgruntled Decks: Army Edition,What makes drill sergeants seethe with rage?
Cakes Athirst Hilarity Volume 3,What makes Grandpa yell at night?
Carps & Angsty Manatee - Texas Edition,What makes Joel Osteen smile the most?
CAH Base Set,What makes life worth living?
Guards Against Insanity, Edition 5,What makes little girls cry?
CAH Base Set,What makes me a true blue Aussie?
Cakes Athirst Hilarity Volume 2,What makes me cry myself to sleep every night?
Rotten Apples: The Tasteless Adult Party Game,What makes me cry? ______.
Cakes Athirst Hilarity Volume 2,What makes me feel empowered?
Carps & Angsty Manatee - Texas Edition,What makes me happier than a hog in shit?
Carps & Angsty Manatee - Volume 1,What makes me moist?
Words Against Morality: Volume 1,What makes me moist.
Trumped UpCards: The World's Biggest Deck*,What makes the talking Donald Trump doll so eerily realistic?
Cakes Athirst Hilarity Volume 4,What makes the world a better place?
Cakes Athirst Hilarity Volume 3,What makes the world think Americans are lazy?
Trumped UpCards: The World's Biggest Deck*,What makes Trump so appealing to female Apprentice contestants?
Depravity,What makes you unique?
Depravity,What motivates you to get out of bed in the morning?
Cards Against/For South Africa,What never fails to liven up a party
Hilarious!,What never fails to liven up a party?
CAH Base Set,What never fails to liven up the party?
Disgruntled Decks: Navy Edition,What never fails to make you laugh on deployment?
Bards Dispense Profanity,What new trend has parents of teenagers worried?
Cards Against Profanity,What new year's resolution have I failed at 4 years in a row?
Kids Create Absurdity,What perfume are you wearing?
Disgruntled Decks: Navy Edition,What powers the CNO's unstoppable freedom boner?
The Catholic Card Game: Base Deck,What priests really want to talk about in the homilies.
Disgruntled Decks: Marine Corps/Jarhead Edition,What puts the "party" in working party?
Disgruntled Decks: Army Edition,What puts the "Strong" in Army Strong?
Crabs Adjust Humidity: Volume 5,What really brings out the child in me?
Crazy & Horrible Rabbit - Vol. 1,What really brings out the child in me?
Crabs Adjust Humidity: Volume 3,What really gave Superman his powers?
Disgruntled Decks: Air Force Edition,What really killed Billy Mitchell?
Disgruntled Decks: Army Edition,What really killed Patton?
Science Pack,What really killed the dinosaurs?
Disgruntled Decks: Army Edition,What reoccurring night terror keeps the Joint Chiefs up at night?
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,What resonates with Millennials?
The Worst Card Game: Colorado Edition,What ruined my last tailgate at Sport Authority Field?
Cards About Toronto,What ruined the Santa Claus Day parade this year?
Cads About Matrimony,What saved your marriage?
Cads About Matrimony Poly Pack,What saved your marriage?
Cards and Punishment Vol. Two,What seems like way too much work?
Humanity Hates Trump: Base Set,What separates the winners from the losers is how a person reacts to _________.
The Worst Card Game: Colorado Edition,What should be a new sport in the X-Games this year?
The Worst Card Game: Colorado Edition,What should be added to the Colorado flag?
The Worst Card Game: Colorado Edition,What should be banned from Colorado?
The Worst Card Game: 2016 National Edition,What should be banned in North Carolina bathrooms?
Cads About Matrimony,What should every couple incorporate into their first dance?
Cads About Matrimony Poly Pack,What should every couple incorporate into their first dance?
Crabs Adjust Humidity: Volume 3,What should I be for Halloween?
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,What should I get my therapist for Christmas?
The Catholic Card Game: Base Deck,What should I give up for Lent?
The Worst Card Game: Colorado Edition,What should you never add to your home microbrew?
Absurd Box Expansion,What sounds great after four margaritas?
Cols Against Kentucky 2,What started the Hatfield–McCoy feud?
Conspiracy Theory,What stopped the NSA from building those prison camps in Oklahoma? ______
CAH: Green Box Expansion,What sucks balls?
KinderPerfect (Commercial Set),What the f**k is that?
KinderPerfect: A Timeout For Parents (Kickstarter Set),What the f**k is that?
Disgruntled Decks: Air Force Edition,What the fuck does the Chaplain do?!?
Cads About Matrimony,What the fuck is your problem?
Cads About Matrimony Poly Pack,What the fuck is your problem?
Guards Against Insanity, Edition 3,What the hell Dad?!  You've got ______ all over my ______.
PAX East 2014,"What the hell?! They added a 6/6 with flying, trample and ______."
Fun in the Oven,What to expect when you're expecting.
Bards Dispense Profanity,What topic is glaringly absent from the Sex Ed curriculum?
Dick,What topic is glaringly absent from the Sex Ed curriculum?
Disgruntled Decks: Army Edition,What topic you always cover in your initial counseling sessions?
CAH: Green Box Expansion,What totally destroyed my asshole?
Words Against Morality: Volume 1,What touched me in a new way?
Not Parent Approved,What trend should make a comeback?
CAH: Green Box Expansion,What turned me into a Republican?
Cads About Matrimony,What unique detail did the bride’s dress include?
Cads About Matrimony Poly Pack,What unique detail did the bride’s dress include?
Cols Against Kentucky 2,What was always concealed inside Abraham Lincoln's stove-pipe hat?
Charlie Foxtrot,What was found in Iraq after the latest UN visit?
The Catholic Card Game: Five Deck Expansion Pack,What was I excommunicated for?
Cards Against Profanity,What was Moses's greatest miracle?
Words Against Morality: Volume 1,What was Mother Teresa's favorite memory whilst on her pilgrimage to Ireland?
The Worst Card Game: 2016 National Edition,What was my favorite event at the 2016 Rio Summer Olympics?
Crabs Adjust Humidity: Volume 1,What was one of the rejected flavors for Bertie Bott's Every Flavour Beans™?
Cakes Athirst Hilarity Volume 1,What was Paul Walker's last meal?
Kids Create Absurdity,What was that gross thing you found in your school lunch?
Charlie Foxtrot,What was the best advice you got in basic training?
Crows Adopt Vulgarity, Vol. 3,What was the blind orphan boy's favorite Christmas present?
Cards and Punishment Vol. Two,What was the cause of death?
Charlie Foxtrot,What was the dumbest thing you bought with your signing bonus?
Cads About Matrimony,What was the happiest memory from the honeymoon?
Cads About Matrimony Poly Pack,What was the happiest memory from the honeymoon?
Carps & Angsty Manatee - Texas Edition,What was the highlight of my romantic hill country getaway?
Guards Against Insanity, Edition 1,What was the last thing I Googled?
Cads About Matrimony Poly Pack,What was the most popular dinner buffet item?
Cads About Matrimony: Expansion 1,What was the most popular dinner buffet item?
Depravity,What was the reason you last cried?
Words Against Morality: Volume 1,What was the theme of Rob Ross's most cherished painting?
Cads About Matrimony,What was your favorite wedding photo of?
Cads About Matrimony Poly Pack,What was your favorite wedding photo of?
CAH Base Set,What will always get you laid?
Cards Against/For South Africa,What will always get you laid?
Hilarious!,What will always get you laid?
Cakes Athirst Hilarity Volume 2,What will always make people want to have sex with you?
Cakes Athirst Hilarity Volume 2,What will be my first purchase once I become rich and famous?
Cads About Matrimony,What will be the best thing about the couple’s married sex life?
Cads About Matrimony Poly Pack,What will be the best thing about the couple’s married sex life?
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,What will Bill Clinton's social cause be as First Man?
2016 Election Game ,What will cause the third world war?
Conspiracy Theory,What will defeat ______? Only ______.
CAH: Green Box Expansion,What will end racism once and for all?
Bards Dispense Profanity,What will finally bring our civilization to an end?
Gen Con 2018 Midterm Election Pack,What will finally make me care?
Cads About Matrimony Poly Pack,What will heal your emotional scars?
Cads About Matrimony: Expansion 1,What will heal your emotional scars?
Hilarious!,What will i bring back in time to convince people I am a powerful politician?
CAH Base Set,What will I bring back in time to convince people that I am a powerful wizard?
Cards Against/For South Africa,What will I bring back in time to convince people that I am a powerful wizard?
Cards Against Profanity,What will immediatley put me in a foul mood?
Carps & Angsty Manatee - Texas Edition,What will put some hair on your chest?
Cads About Matrimony,What will the groom think of when he first sees the bride on their wedding day?
Cads About Matrimony Poly Pack,What will the groom think of when he first sees the bride on their wedding day?
Crabs Adjust Humidity: Volume 3,What will they carve on my tombstone?
Trumped UpCards: The World's Biggest Deck*,What will Trump use to knock the hell out of ISIS?
Cards Against Profanity,What will you always find at a Republican gathering?
Cads About Matrimony Poly Pack,What will you still enjoy doing together when you celebrate your fiftieth wedding anniversary?
Cads About Matrimony: Expansion 1,What will you still enjoy doing together when you celebrate your fiftieth wedding anniversary?
Cakes Athirst Hilarity Volume 2,What works 80% of the time 100% of the time?
CAH Base Set,"What would grandma find disturbing, yet oddly charming?"
Cards Against/For South Africa,"What would grandma find disturbing, yet oddly charming?"
Hilarious!,"What would grandma find disturbing, yet oddly charming?"
Crabs Adjust Humidity: Volume 7,What would it take to get me back into church?
Disgruntled Decks: Air Force Edition,What would make your supervisor's blood boil?
Bad Hombres Against Fake News Pack 1,What would not be fake news?
Charlie Foxtrot,What would our forefathers think of today's military?
Dick,What would pair well with this Chianti?
Clams Attempt Harmonica, Volume 1,"What would win in a fight, _____ or ______?"
Depravity,What would you buy first if you won the lottery?
Crazy & Horrible Rabbit - Vol. 1,What would you do for a Klondike Bar?
Crabs Adjust Humidity: Volume 5,What would you do for a Klondike® Bar?
Kids Create Absurdity,What would you do for one hundred dollars?
Cards and Punishment Vol. Two,What would you fill a piñata with to ruin a party?
Kids Create Absurdity,What would you give the president for a birthday gift?
Depravity,What would you like to be remembered for?
Cats Abiding Horribly: Episode II - A New Low,"What you call ______, I call a fun Saturday afternoon."
